Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration_ms,Failed_Login_Attempts,Malware_Signature_Detected,Is_Attack
25791,5496,UDP,1151,54868,8,0,1
46412,4901,UDP,1384,13675,10,1,0
35187,8685,TCP,950,49581,0,0,0
57044,1745,UDP,1432,34300,13,1,1
49111,3757,TCP,395,34651,2,1,0
56232,5319,ICMP,1218,7082,3,1,1
31664,6178,UDP,729,53475,2,0,0
17279,2627,UDP,77,16713,13,1,0
25445,3393,TCP,764,16917,4,0,0
18283,8399,UDP,895,57749,5,1,0
31119,3208,TCP,285,8346,8,0,1
8726,1245,TCP,422,25423,10,1,1
5342,2254,UDP,796,13700,0,1,1
63930,7133,ICMP,1438,40301,12,0,1
15239,4876,UDP,1061,4531,11,0,0
52635,5903,UDP,914,13478,5,1,0
54982,5336,UDP,647,58828,1,0,1
46163,1712,ICMP,359,6978,6,1,0
27823,8116,ICMP,510,2343,4,0,0
38904,7109,TCP,948,39486,10,1,1
28857,6299,TCP,222,6055,4,1,0
30417,4508,UDP,1312,14160,13,0,0
32745,8244,ICMP,588,59912,14,1,0
4009,4042,TCP,366,23691,6,0,1
1885,6269,ICMP,493,23696,0,0,1
1845,7354,UDP,574,13503,12,1,0
27674,861,TCP,326,17702,3,0,1
57552,1085,TCP,1258,9732,8,1,0
26020,2985,UDP,1028,30456,14,1,1
41451,7320,ICMP,756,47804,14,1,0
19584,6397,ICMP,442,48962,7,1,0
62326,8021,ICMP,1488,1562,13,1,1
25999,66,UDP,1181,23112,7,0,1
17456,4188,UDP,307,50673,4,1,0
3303,6501,TCP,669,53069,7,0,1
17594,6289,ICMP,1222,8668,13,0,0
7273,2544,TCP,1276,5975,14,1,0
20434,7728,ICMP,1396,47170,6,1,0
44045,8695,ICMP,1043,4254,3,0,1
35688,5384,ICMP,470,28429,12,1,0
57626,8111,TCP,694,48442,3,0,1
23685,7486,TCP,91,17304,9,1,0
28476,2115,TCP,1357,24242,5,0,0
9884,2004,TCP,45,4437,2,0,0
11213,6073,TCP,617,14611,10,1,1
58144,7822,ICMP,251,50861,2,1,0
10608,6658,TCP,899,13620,2,0,0
22165,912,ICMP,1367,55921,6,0,0
47399,614,UDP,1256,47160,1,0,1
59663,7160,UDP,776,2091,5,0,0
58283,2431,ICMP,1329,54116,13,1,1
37763,460,UDP,1278,55273,11,0,1
28348,2597,ICMP,342,26686,3,0,1
62818,3210,TCP,338,57905,14,1,0
29638,3575,TCP,974,24269,1,0,1
32838,543,UDP,1254,9846,9,0,1
10768,148,TCP,1375,38744,12,1,0
24170,7661,TCP,393,9263,3,0,1
18376,8036,TCP,1298,53308,9,0,1
42802,5029,ICMP,1132,21810,9,0,0
34190,3928,UDP,406,34633,0,0,0
38637,4117,TCP,1194,41990,8,1,0
31986,1294,UDP,841,52723,7,1,0
38813,6841,ICMP,1037,30638,0,0,1
62603,5615,TCP,853,56110,9,1,0
59803,8341,UDP,687,52386,13,0,1
50178,897,ICMP,298,52222,6,1,1
3414,5719,ICMP,1287,23177,14,1,0
26347,1041,ICMP,778,12853,10,0,0
5937,5700,UDP,168,22387,14,0,1
47682,5689,ICMP,1149,12132,2,1,1
58286,4121,UDP,1052,10969,12,1,0
63827,7960,UDP,581,25850,10,1,0
39385,801,ICMP,722,20867,3,0,1
49276,5072,UDP,177,36494,5,1,0
47348,1877,TCP,1181,4969,1,0,0
64905,1220,ICMP,1317,30315,7,1,1
60363,4060,UDP,383,43517,11,0,1
18553,3994,UDP,1442,47100,7,0,1
12776,1626,TCP,1159,58747,6,1,0
53564,7302,TCP,499,4570,13,1,1
28382,8410,TCP,928,22390,6,1,0
26183,410,UDP,646,17202,2,1,0
32891,5930,ICMP,216,26516,12,1,0
53396,6336,ICMP,1336,9197,7,1,1
6936,8647,TCP,375,40258,12,1,1
64998,6729,TCP,673,11170,13,0,1
44909,6199,UDP,1200,30695,5,1,1
32360,5102,ICMP,978,51700,14,0,1
5408,3503,ICMP,805,46218,3,0,0
54320,1048,TCP,507,12549,2,1,0
41405,6821,TCP,145,37377,4,1,0
11271,5524,UDP,136,891,3,0,0
14302,4576,ICMP,1178,3827,10,1,0
45734,4382,UDP,227,55201,8,1,0
6645,1952,UDP,849,3776,9,0,1
27151,5968,TCP,215,51290,6,0,1
22424,807,UDP,1244,33879,6,1,0
3883,1772,ICMP,190,56606,2,1,1
2560,4402,TCP,747,19170,12,1,0
1993,5404,ICMP,1386,38374,7,1,0
48128,4139,ICMP,458,1932,12,0,1
63025,3177,UDP,769,4924,14,1,1
17356,5569,TCP,243,58162,5,0,0
64045,8802,TCP,335,22285,14,1,0
33020,304,ICMP,730,24050,7,0,0
45173,5983,UDP,999,39253,5,0,1
49852,8188,ICMP,259,5981,4,1,0
18399,3012,ICMP,90,10885,8,0,1
45431,5629,TCP,412,584,13,0,1
32497,3560,UDP,1180,22507,0,0,1
57050,4032,UDP,1434,1189,5,0,0
12163,5344,TCP,313,21510,1,0,0
16290,3427,ICMP,1320,59536,3,1,0
20415,5941,TCP,178,39319,9,0,0
47078,5236,TCP,141,32279,5,1,0
33331,6568,ICMP,288,24008,6,1,0
25837,7158,ICMP,331,23641,1,1,0
22052,3647,ICMP,906,33193,9,1,0
59057,3025,ICMP,1442,25267,9,0,0
13302,5231,TCP,1459,38781,2,0,0
38088,6367,TCP,385,3991,7,1,0
62593,4879,TCP,796,4469,3,1,0
13113,8505,ICMP,288,47078,10,1,1
35608,2126,TCP,350,19021,5,0,0
27610,556,UDP,1109,29968,13,0,1
11148,4953,ICMP,563,34131,13,0,1
20546,4670,UDP,1352,51442,12,1,1
8831,3859,TCP,738,49568,0,0,0
64628,2130,ICMP,313,42188,11,0,1
25497,4584,UDP,658,8596,6,0,0
11554,6372,UDP,263,38531,13,1,0
64597,4402,UDP,522,11542,5,0,0
22724,3465,ICMP,1413,49028,10,0,0
43034,5583,TCP,686,36938,8,1,0
10731,1531,UDP,1398,27678,4,0,1
5895,8733,TCP,628,4782,13,1,0
50097,3799,TCP,656,11266,9,0,1
53428,8109,TCP,1402,15934,13,0,0
42915,6801,TCP,1023,10085,9,0,0
60599,635,TCP,683,55158,13,0,0
18361,5811,TCP,906,52946,3,1,1
47784,5192,ICMP,1115,46134,7,1,0
4208,6379,TCP,203,40454,1,0,1
19409,2777,UDP,1472,27003,11,0,0
38001,3988,UDP,1444,30858,5,0,1
13312,277,TCP,1256,21381,3,0,1
46173,2790,UDP,370,57769,7,0,1
64271,6701,UDP,1038,52420,2,0,0
9845,3220,TCP,797,1576,11,1,0
23981,3998,TCP,920,20755,14,0,0
62503,147,ICMP,1203,24621,0,0,0
45525,8518,ICMP,1132,42075,11,0,0
8973,5262,UDP,137,52930,4,0,0
53673,5208,TCP,831,52369,4,0,1
44950,990,UDP,1026,28451,4,0,0
17871,319,ICMP,378,57720,14,1,1
11266,5233,ICMP,223,3156,14,0,0
2269,2624,ICMP,856,44642,8,1,0
38724,1788,TCP,325,37014,5,1,1
8850,4736,UDP,1076,4008,13,1,1
13100,8516,ICMP,802,44002,6,0,1
62989,3494,TCP,1325,56432,4,1,0
13311,1922,TCP,52,45354,9,0,1
53189,3120,UDP,229,2961,14,1,1
4287,2163,ICMP,1401,10663,8,1,0
34527,6002,ICMP,76,37295,1,1,0
6168,5111,ICMP,747,7519,8,1,1
11370,6370,UDP,1281,40094,3,0,1
7990,61,ICMP,567,51898,9,0,0
16603,8785,TCP,1233,48340,11,0,1
33483,4420,TCP,1430,36496,1,1,0
36566,4788,ICMP,1273,12343,5,1,1
37562,1943,TCP,544,19238,1,1,1
25503,1921,ICMP,878,59708,6,1,1
28591,4355,TCP,1137,30349,5,1,1
42220,3240,TCP,1011,42307,13,1,1
10090,6223,UDP,1332,53518,10,0,0
61425,857,UDP,93,13889,2,0,0
22939,1424,ICMP,710,37274,8,0,1
28575,7752,TCP,558,8646,0,0,0
26656,183,ICMP,535,23450,2,0,1
17592,7004,TCP,210,20006,0,0,0
5675,3963,UDP,1309,21619,9,1,1
55141,8037,UDP,191,18994,10,0,0
34152,5252,UDP,1405,23093,6,0,0
45580,5921,TCP,808,13629,1,1,1
27041,2279,TCP,259,24242,9,1,0
3675,6263,UDP,113,12345,13,1,1
62244,3632,ICMP,94,4277,8,0,1
19850,6552,ICMP,970,53542,14,0,1
53217,2382,ICMP,1129,23076,3,1,0
37146,5309,ICMP,1478,21242,6,0,0
6904,866,TCP,1261,10337,2,1,1
60292,1555,TCP,554,51980,13,1,1
44751,8503,ICMP,195,41905,13,0,1
38487,1066,TCP,1404,37301,0,0,1
59027,3385,UDP,1182,10990,0,0,0
44057,1973,UDP,676,7240,9,1,0
50331,1831,UDP,1319,16422,8,1,1
30814,624,ICMP,886,32744,3,0,0
39220,113,TCP,1308,45727,5,0,1
58339,7393,ICMP,1128,39586,0,0,0
6821,814,ICMP,244,16887,7,0,0
4728,5427,TCP,257,20413,9,0,1
11968,2619,UDP,746,29022,5,0,1
59675,8998,TCP,738,1915,11,0,1
29765,4350,TCP,542,14607,6,1,1
58579,657,ICMP,1062,43675,3,0,1
3975,3655,ICMP,898,54698,13,0,0
3620,3044,ICMP,1277,26292,9,1,1
25332,5786,UDP,971,33895,7,0,0
5176,1374,ICMP,555,5611,0,0,1
50665,2159,ICMP,1422,30112,3,1,0
28132,7287,UDP,320,21662,12,0,1
20892,7602,TCP,817,12101,0,0,1
37886,5276,UDP,796,42797,10,0,0
62800,7123,TCP,339,25288,9,1,1
19404,2231,ICMP,549,58261,8,1,0
64719,1993,UDP,1244,59839,4,1,1
16744,5219,ICMP,268,36350,9,0,0
51646,8511,UDP,566,29694,14,1,0
22728,1673,UDP,1283,6081,14,1,0
1333,275,ICMP,1308,39187,14,0,0
53381,2750,UDP,1290,21305,10,0,0
2084,8107,ICMP,1179,55409,9,0,1
38736,8195,UDP,493,23253,9,1,1
34801,6562,ICMP,606,30210,6,0,0
30403,1493,UDP,140,35767,0,1,0
55668,910,TCP,40,53153,7,1,1
23520,4363,TCP,662,29634,14,0,0
55396,8058,ICMP,463,36426,11,1,1
47704,1410,UDP,1274,49850,14,0,0
58688,5025,ICMP,1384,1245,8,1,0
3875,8632,ICMP,327,24477,10,0,0
1559,6409,TCP,848,39574,13,1,1
8189,1710,ICMP,672,37539,13,1,1
55485,4512,UDP,890,1371,14,0,0
33237,1174,UDP,212,20213,6,0,1
45577,2500,TCP,1449,31667,14,0,1
6608,6823,TCP,1003,37333,13,0,0
47868,3517,ICMP,65,5769,1,0,1
44749,7602,TCP,499,4028,5,1,0
31614,904,UDP,224,36962,11,0,0
42002,812,TCP,697,20714,6,1,1
60484,583,TCP,418,15821,3,1,1
2177,1622,ICMP,209,39527,6,0,1
56085,2241,UDP,860,48923,14,1,0
32641,8000,TCP,904,4431,10,0,0
48476,1410,ICMP,110,2991,5,0,1
9891,2872,UDP,632,29044,6,1,0
64204,1224,TCP,295,34636,8,0,0
38283,5229,TCP,458,31309,10,1,0
53592,3821,UDP,1230,33120,0,0,1
23702,7394,TCP,1163,54025,0,0,0
48708,5501,TCP,1409,25955,0,0,0
7634,428,UDP,137,39639,12,1,0
11188,5203,UDP,56,24748,13,1,0
47708,4581,ICMP,854,50698,2,1,0
20796,2781,TCP,949,20365,10,0,1
38805,3195,UDP,458,18692,6,0,1
38201,4573,TCP,1065,38042,3,1,0
45229,5206,ICMP,1341,9092,12,1,0
11356,7214,TCP,1191,21650,13,0,1
19862,7489,ICMP,927,10227,1,1,1
34531,4876,TCP,958,42520,9,0,0
52823,3992,ICMP,892,29910,0,0,1
14254,2855,ICMP,1170,14890,6,0,1
12157,3836,TCP,703,51849,9,0,1
49563,1712,TCP,170,34180,2,1,0
61183,5732,UDP,672,4417,1,1,1
29482,6680,UDP,537,29983,5,1,1
49251,507,UDP,951,40557,5,0,0
59435,3650,TCP,419,29990,12,0,1
20411,1988,TCP,208,25615,2,1,1
7498,2097,UDP,967,35585,7,1,0
17529,3523,UDP,750,19766,0,0,0
53050,7399,ICMP,51,23067,0,0,0
23104,6903,UDP,164,51709,14,1,0
18033,7908,UDP,1137,847,1,1,1
21313,6960,UDP,474,59841,1,0,0
37774,3149,TCP,613,48790,14,0,1
61133,468,UDP,1396,5798,14,1,1
5397,1513,UDP,596,41221,7,1,1
64515,549,TCP,251,18186,7,1,1
31208,2115,ICMP,1316,58216,9,1,0
16417,3129,ICMP,329,36312,0,0,0
42943,4897,ICMP,1487,20409,1,1,1
58484,3020,ICMP,1139,38623,9,1,1
50810,2971,TCP,367,57117,5,1,1
48615,509,ICMP,244,29453,6,1,0
37092,6966,ICMP,1499,55717,11,1,0
22588,6989,TCP,672,4072,10,0,0
11229,4840,TCP,507,53327,11,0,1
24301,1412,ICMP,1454,51936,14,1,1
41647,6315,TCP,512,9145,4,0,1
53807,639,TCP,127,13012,0,0,0
16611,665,TCP,899,7973,12,1,0
22287,1178,UDP,882,42190,3,0,0
34388,2017,ICMP,804,22325,7,0,0
26777,4557,ICMP,1480,47609,8,1,0
22202,8790,ICMP,73,12530,7,0,1
7836,4777,UDP,122,31147,13,0,1
14314,4252,TCP,1191,20243,2,0,1
61062,722,UDP,1341,58711,12,1,0
59024,1938,ICMP,808,41828,4,1,0
1130,8616,TCP,1007,21736,12,1,0
6525,4639,ICMP,1122,16752,6,0,1
11504,1774,ICMP,1342,53614,14,1,0
8482,2149,ICMP,42,22911,14,0,0
57106,7609,ICMP,211,49600,5,0,0
33282,1827,UDP,1220,54097,4,1,1
47381,5098,TCP,904,17622,13,0,0
13012,5465,ICMP,213,22401,8,1,0
37460,8644,UDP,1125,22172,7,1,1
13393,7704,UDP,606,5643,10,1,0
59508,1397,TCP,213,56157,1,1,1
8751,2634,TCP,844,43338,6,1,0
2495,4908,TCP,257,42495,4,1,0
25753,1961,UDP,221,2783,10,0,0
11155,4200,TCP,1373,58047,3,1,1
61381,927,UDP,481,32829,10,1,0
63382,302,ICMP,310,40122,2,0,0
18531,8563,ICMP,1189,7523,1,1,0
8369,31,UDP,778,22746,4,1,0
14136,941,TCP,477,13303,11,0,0
19258,7053,TCP,479,36678,10,1,1
2985,7427,ICMP,332,39407,2,0,0
7411,853,ICMP,254,23398,2,0,0
12290,2155,ICMP,670,18413,12,0,0
14719,5458,TCP,498,29869,1,1,1
57253,1149,ICMP,299,12210,2,0,1
5038,1364,ICMP,898,40554,6,0,1
34826,2729,UDP,896,51536,13,0,0
5038,7940,TCP,921,21371,1,1,0
5058,7511,UDP,1455,19941,13,1,1
29952,6062,UDP,763,4512,2,1,1
7865,3954,UDP,537,44673,10,1,0
13168,3135,UDP,333,4184,10,0,1
48484,3180,UDP,57,10876,7,1,1
61565,835,ICMP,799,29797,6,0,0
56775,593,TCP,413,45609,11,0,1
44545,6380,ICMP,136,23387,3,0,1
31962,5528,UDP,1279,34120,10,0,0
17405,6530,UDP,1119,55407,5,0,1
61127,6772,TCP,1359,49961,10,1,1
17484,5834,UDP,1495,50335,12,1,0
19783,7313,TCP,1438,6257,5,1,1
4505,4824,TCP,743,42881,1,1,0
61198,6111,TCP,785,39469,6,0,1
29751,823,ICMP,609,7658,2,0,1
51980,8295,UDP,131,59589,6,1,1
37088,7161,TCP,1358,16438,6,0,0
50480,4164,ICMP,238,20901,3,1,0
56521,8196,UDP,1042,29307,13,1,0
13620,4637,UDP,696,29844,2,0,1
1230,8787,TCP,569,3081,1,0,0
3065,1988,ICMP,226,18356,14,0,0
25826,3922,ICMP,556,157,1,1,0
54615,5419,UDP,787,18013,8,0,1
26348,8935,UDP,1447,47539,11,0,1
10734,2196,UDP,207,47009,6,1,1
39901,3828,UDP,390,51168,7,0,1
49500,1252,TCP,423,7539,6,1,0
62423,6726,TCP,1245,42607,13,1,0
30651,2095,ICMP,256,47411,4,1,0
53398,7863,ICMP,218,12510,14,1,1
26047,231,TCP,275,19360,9,0,1
36049,2195,ICMP,1311,51020,4,0,1
38212,4378,UDP,602,42522,8,0,1
15285,1108,UDP,735,38004,11,1,0
3808,284,ICMP,1425,4189,14,1,0
47130,2731,ICMP,1084,22966,4,0,0
1775,6456,ICMP,562,42107,2,1,1
42516,2319,TCP,1129,28424,7,0,1
51894,5974,ICMP,616,41176,5,1,0
7764,7125,ICMP,586,28698,6,0,1
50421,6131,ICMP,326,23572,6,1,1
42694,1972,UDP,455,50250,7,0,0
14229,5766,ICMP,641,41256,10,1,0
53044,8718,TCP,946,30110,13,0,0
9146,8463,TCP,396,2921,12,1,1
28080,7782,ICMP,1205,56037,7,1,0
26746,4911,ICMP,1479,4407,0,0,1
30452,949,UDP,796,7077,7,0,0
39101,3097,TCP,397,17836,12,1,0
55722,7386,UDP,1125,24449,1,1,0
30548,6296,ICMP,499,38080,6,1,0
29070,4018,TCP,1055,4716,6,1,0
37176,1370,ICMP,435,40190,13,1,1
32283,854,UDP,833,6282,11,0,1
62315,1725,ICMP,1453,53595,13,1,1
15248,6782,UDP,1344,16656,14,1,0
6616,4326,TCP,504,44834,12,0,0
28279,2207,ICMP,665,38264,8,1,0
42238,2579,TCP,1172,28695,12,0,0
3568,1765,ICMP,292,9571,2,1,0
30622,4752,ICMP,356,50007,2,1,0
58144,1969,UDP,787,11019,0,0,0
11648,7070,ICMP,853,7951,12,0,1
51242,6945,UDP,647,10259,1,0,0
47791,8861,TCP,179,53180,14,0,0
49091,3818,ICMP,1337,32438,0,0,1
50582,929,ICMP,1341,17571,6,1,1
59488,2252,TCP,1423,52767,3,0,0
28318,1825,ICMP,606,51935,2,0,1
60544,8025,TCP,867,44504,6,1,0
9154,195,UDP,1327,42597,7,0,0
18633,1293,UDP,860,8821,14,0,0
18161,3412,ICMP,783,9018,12,1,1
15136,5040,UDP,57,53048,14,1,0
62493,5545,UDP,775,35332,13,1,0
41896,3620,ICMP,1416,52320,1,1,1
44819,3610,UDP,960,14924,4,0,0
41749,1317,TCP,913,16426,9,1,0
59651,3793,ICMP,575,30660,7,0,0
1508,8117,ICMP,1495,22669,9,1,0
64417,7584,ICMP,635,5818,12,1,1
2137,2245,TCP,1391,4431,0,1,0
21883,2261,UDP,735,6112,10,1,1
53293,7134,ICMP,1210,50952,4,0,0
45243,3578,UDP,576,43791,14,0,0
39193,6993,ICMP,1187,34051,9,0,0
58737,5015,TCP,985,45336,11,1,1
21352,6711,TCP,222,40321,5,1,1
44508,7898,ICMP,1495,8197,7,1,0
45878,2674,ICMP,994,23298,5,0,0
21390,2734,ICMP,685,50570,3,1,0
55559,7436,TCP,243,13612,11,1,1
36698,6488,UDP,83,33017,12,0,1
29314,2635,ICMP,584,19573,11,0,0
18412,5222,UDP,179,18135,7,0,1
50242,554,TCP,1299,55705,6,1,0
57902,3487,ICMP,790,21628,11,1,0
28749,1788,UDP,960,33808,7,1,0
46278,4652,ICMP,136,18050,10,1,0
35768,4501,ICMP,1369,12136,12,0,1
44349,435,TCP,1275,57689,5,0,0
22474,2741,TCP,125,6207,9,0,1
14018,6590,ICMP,197,27405,1,1,1
63380,7999,UDP,82,46860,3,0,1
55512,442,ICMP,1086,2471,2,1,0
12725,7163,TCP,795,26155,4,1,0
16647,1117,ICMP,370,35084,3,1,0
33796,6381,ICMP,619,7710,10,1,0
48235,4428,TCP,669,56486,1,1,1
31037,6194,TCP,1039,33308,8,1,0
54299,4649,TCP,1454,23528,1,0,1
16444,1948,ICMP,1389,38833,11,1,1
49429,2661,ICMP,686,20942,1,0,1
38907,6770,UDP,1446,824,5,0,1
44887,4060,ICMP,780,36817,0,0,0
64598,2790,UDP,1063,56183,3,1,0
23245,5568,TCP,526,27483,12,0,1
57122,3289,TCP,348,1438,3,1,0
40492,6093,ICMP,837,39909,1,1,1
32506,4674,TCP,962,56626,7,0,1
51312,4156,TCP,195,14694,7,0,0
8143,6762,ICMP,1035,38021,10,0,0
27665,4797,ICMP,779,50944,12,0,0
39603,4879,TCP,164,28032,4,1,1
37845,630,ICMP,1277,19373,7,0,0
42967,3292,ICMP,63,1049,12,1,0
32967,5575,UDP,609,26817,6,1,1
52600,8611,TCP,1229,32745,14,0,1
62472,379,TCP,145,26388,12,0,0
54973,6626,UDP,1150,22714,12,0,0
32278,8823,TCP,463,33705,11,1,1
62332,172,UDP,348,14319,11,1,0
41265,8025,TCP,391,18493,10,1,0
39972,3079,ICMP,109,32363,13,1,0
5569,1451,TCP,1357,53488,13,1,0
62605,4017,UDP,728,58178,9,0,0
47815,1996,UDP,677,39002,9,0,0
20640,1029,ICMP,1470,10099,14,1,1
52239,8265,UDP,82,22601,1,0,1
11685,7585,TCP,1479,41800,4,1,1
15752,7513,TCP,427,17298,12,0,0
4124,6953,ICMP,872,8199,7,1,1
50856,4820,ICMP,538,3061,9,1,1
27362,3212,TCP,1248,2743,13,1,1
40053,3332,UDP,92,6558,2,0,1
16973,6814,UDP,751,175,4,0,0
38216,8485,ICMP,275,5886,11,1,1
57036,778,TCP,955,26762,6,0,1
63197,4165,UDP,1009,7196,8,1,1
23968,8045,TCP,402,50453,4,0,0
38450,3649,TCP,1060,37350,3,0,1
40553,7053,ICMP,1496,8704,0,0,1
30132,7391,ICMP,282,37500,6,1,1
64538,578,UDP,1451,20490,5,1,1
39569,203,UDP,56,20275,7,1,0
44632,5304,TCP,781,59495,13,0,0
57964,2036,TCP,107,24253,5,1,0
16049,7117,ICMP,1201,31912,10,0,1
17026,1621,ICMP,567,13340,0,0,0
34112,3917,TCP,783,52885,11,0,0
29628,8322,UDP,1018,36405,2,0,0
33427,5409,UDP,667,12201,7,0,0
22504,5810,ICMP,957,30030,12,0,1
44795,3935,UDP,565,1096,13,0,1
64981,6315,TCP,325,3552,10,1,1
52349,3366,ICMP,586,33493,0,0,0
58057,2361,ICMP,1116,952,14,0,0
17203,5719,TCP,654,24368,2,1,0
10982,8302,UDP,808,16331,9,0,0
52079,1784,ICMP,726,44194,11,0,0
43093,1356,TCP,283,51734,1,0,1
50348,4672,UDP,731,18534,10,1,0
29038,1821,ICMP,345,9016,5,1,0
65244,3685,UDP,1326,25475,4,1,1
36978,5394,TCP,523,21212,3,0,1
25149,1262,UDP,392,50293,8,1,0
11816,8121,UDP,118,24668,4,0,0
10743,8391,ICMP,1424,42979,2,1,0
33608,5434,UDP,1442,33242,1,0,0
9857,6878,TCP,470,10899,1,0,1
17594,5561,ICMP,1237,7268,3,0,1
34020,6576,TCP,1235,19133,3,0,0
35315,729,ICMP,642,9932,1,1,1
11090,4668,TCP,1291,2477,14,1,0
54464,5260,UDP,1298,28703,14,1,0
60818,3332,TCP,928,16458,14,0,1
63565,7962,TCP,445,23626,4,1,0
28827,2203,ICMP,337,41054,13,1,0
57358,5521,ICMP,255,2062,10,0,1
25344,4654,ICMP,619,22823,8,1,1
53483,2340,TCP,1399,11227,3,1,0
43012,5791,UDP,1462,25631,0,1,0
28595,4100,ICMP,979,12258,11,0,0
10669,5671,ICMP,185,13465,11,1,0
57725,331,TCP,428,11267,14,0,0
58064,6232,ICMP,1043,3644,4,1,0
42892,339,UDP,1132,28212,2,0,1
14572,8141,TCP,788,21403,8,1,0
10551,4263,UDP,1042,7611,3,0,1
10436,6038,TCP,498,7043,3,0,0
43553,1045,UDP,232,22608,8,0,0
37184,2173,ICMP,1453,44269,12,1,1
23218,8094,TCP,470,47737,12,1,0
14787,93,UDP,1161,6342,7,1,1
17442,558,TCP,807,38120,2,1,1
13758,1709,UDP,825,40578,13,0,1
49656,512,TCP,1232,25244,0,0,1
4618,1989,UDP,659,38400,10,0,0
55005,7378,UDP,1142,26698,12,1,0
60292,8135,UDP,597,3242,1,0,0
51819,261,ICMP,1310,41796,3,0,1
48968,997,ICMP,1226,8752,6,1,1
46369,2564,UDP,1015,3685,14,1,0
61324,774,TCP,807,24008,7,0,1
15543,8020,TCP,879,52159,10,0,0
57442,2255,TCP,1117,48422,7,0,1
14151,1751,ICMP,253,11727,7,1,0
52640,5191,ICMP,468,46482,6,0,0
45937,2519,ICMP,1230,30563,11,0,0
47466,7447,UDP,1139,31525,1,1,0
30141,2692,ICMP,1373,112,8,0,1
64135,1003,UDP,395,45664,1,1,1
40630,2644,ICMP,416,35668,2,1,1
13510,8046,UDP,660,44501,14,0,0
37173,2316,UDP,592,25563,4,1,1
39310,6154,ICMP,1315,8362,8,0,0
27926,8601,ICMP,385,58300,1,0,1
48598,1286,TCP,1192,53453,13,0,0
32362,5115,ICMP,1018,53448,5,0,1
11618,2588,UDP,71,35400,6,0,0
8507,1508,TCP,900,29934,6,0,0
60546,5925,ICMP,1460,9804,13,1,1
16452,217,ICMP,1472,27911,10,0,0
30712,1988,TCP,564,59217,3,1,0
61836,589,ICMP,1284,46523,4,0,1
36426,7687,ICMP,1222,39959,5,0,1
22548,69,ICMP,1232,42493,9,0,0
36991,5908,ICMP,521,56542,3,1,0
59939,3270,ICMP,466,694,3,0,0
45637,680,TCP,989,39214,2,1,0
54907,2248,ICMP,1175,12179,3,1,0
53691,765,UDP,1335,46830,6,1,0
26901,1862,TCP,248,27175,0,0,0
63917,4821,TCP,529,37084,9,1,1
17805,7310,UDP,1214,59962,7,1,0
8853,5615,TCP,563,8141,3,0,0
28636,1720,ICMP,188,14924,14,1,1
8493,2360,ICMP,517,50626,10,1,0
64320,6268,TCP,1349,5884,2,0,0
32690,2702,TCP,131,13908,10,0,1
30057,1052,ICMP,630,13017,14,1,0
32300,4857,ICMP,1288,36568,12,1,0
47126,1361,TCP,1027,57860,2,0,0
18955,7303,UDP,441,36427,1,1,1
34049,3252,TCP,1056,16035,5,1,0
40566,8331,UDP,1196,45085,10,1,0
9411,7385,ICMP,1435,46911,3,1,0
62289,669,UDP,1002,17485,3,1,0
46642,2417,TCP,273,21117,4,0,0
31821,3904,ICMP,315,57720,9,1,0
52531,8503,UDP,976,8974,9,1,1
54656,6800,UDP,114,15355,13,0,0
37650,4475,TCP,759,25683,14,0,1
11632,1517,TCP,1231,2350,13,1,0
51311,2927,TCP,356,55165,14,0,0
34877,2777,TCP,344,15738,8,1,1
57534,6354,TCP,85,35174,13,0,1
15689,291,ICMP,1164,15497,14,0,1
6973,8605,ICMP,1119,52282,11,0,0
27207,62,TCP,857,58678,11,1,0
16050,6355,ICMP,406,27041,9,1,0
26948,3670,UDP,1217,2479,9,1,0
4120,4882,UDP,475,41752,11,1,1
8035,1379,ICMP,843,51241,4,1,0
43687,1775,TCP,1486,24160,2,1,0
9462,4027,TCP,556,8123,14,1,1
22590,6406,UDP,845,23334,13,0,1
32068,2637,UDP,369,42857,12,1,1
28569,2528,ICMP,851,46317,3,1,1
18756,1706,ICMP,472,22344,10,1,0
38709,7130,ICMP,267,4110,8,0,0
6573,8258,ICMP,852,12311,13,1,0
53496,7005,TCP,975,14533,7,1,0
44240,7265,ICMP,901,8856,1,0,1
39031,8232,TCP,647,59477,10,0,0
3561,5162,TCP,1357,47937,8,1,1
3565,6572,TCP,153,48691,2,0,1
63276,3952,UDP,453,38466,5,1,1
56657,2719,ICMP,282,8861,2,0,0
11372,6830,UDP,1352,10899,13,0,0
53632,8011,TCP,886,28269,13,0,0
3289,3988,ICMP,954,35367,9,0,0
22522,4184,UDP,1413,56407,0,0,0
50141,41,ICMP,655,24953,7,1,0
6644,2045,ICMP,612,5043,4,1,0
19513,7978,TCP,231,4594,9,0,1
63407,7217,UDP,501,13883,13,0,1
51859,1643,UDP,793,11461,4,1,0
1428,6140,UDP,1484,42457,3,1,0
28620,1444,TCP,1385,36646,7,0,1
33079,1571,ICMP,401,7929,6,1,0
22966,6692,UDP,1255,46190,3,0,0
7318,4024,ICMP,1135,6071,5,1,0
42043,8125,UDP,830,45153,11,1,0
20749,1643,TCP,999,36762,2,1,1
14665,2273,UDP,1184,51512,13,0,1
12472,5345,TCP,640,58419,4,1,0
31482,3755,TCP,437,38941,4,1,1
45576,354,ICMP,1141,1394,9,0,0
